STATION,NAME,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT18,WT21,WV01,WV03,WV20
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/09/2002,0,,,67,74,59,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/09/2002,0,,,71,78,64,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",09/09/2002,0,,,68,76,59,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",08/09/2002,0,,,66,74,58,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",07/09/2002,0,,,68,75,60,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",06/09/2002,0,,,71,78,63,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",05/09/2002,0,,,74,81,67,0,1,,,,,,,1,,,,1,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",04/09/2002,0,,,71,77,65,0,1,,,,,,,1,,,,1,,,,,1,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",03/09/2002,0,,,73,81,65,0,1,,,,,,,,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",02/09/2002,0,,,76,85,66,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",01/09/2002,0,,,77,87,67,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/08/2002,0,,,68,75,60,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/08/2002,0,,,66,71,61,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/08/2002,0,,,66,71,61,,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/08/2002,0,,,69,75,63,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/08/2002,0,,,67,73,61,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/08/2002,0,,,68,74,61,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/08/2002,0,,,68,73,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/08/2002,0,,,66,72,60,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/08/2002,0,,,67,73,61,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/08/2002,0,,,68,73,62,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/08/2002,0,,,67,72,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/08/2002,0,,,66,70,62,0,1,,,,,,,1,,,,1,1,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/08/2002,0,,,69,72,65,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/08/2002,0,,,67,71,63,0,1,,,,,,,1,,,,1,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/08/2002,0,,,68,73,63,0,1,,,,,,,1,,,,1,1,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/08/2002,0,,,68,73,63,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/08/2002,0,,,68,74,62,0,1,,,,,,,1,,,,1,1,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/08/2002,0,,,68,73,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/08/2002,0,,,69,75,63,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/08/2002,0,,,71,76,65,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/08/2002,0,,,70,75,64,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/08/2002,0,,,67,71,62,,1,1,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",09/08/2002,0,,,68,74,61,,1,1,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",08/08/2002,0,,,68,75,61,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",07/08/2002,0,,,68,74,61,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",06/08/2002,0,,,70,78,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",05/08/2002,0,,,68,72,63,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",04/08/2002,0,,,67,71,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",03/08/2002,0,,,67,71,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",02/08/2002,0,,,67,72,62,0,1,,,,,,,1,,,,1,1,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",01/08/2002,0,,,68,74,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/07/2002,0,,,67,71,63,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/07/2002,0,,,68,73,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/07/2002,0,,,67,72,61,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/07/2002,0,,,68,73,62,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/07/2002,0,,,69,74,64,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/07/2002,0,,,69,74,63,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/07/2002,0,,,73,80,65,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/07/2002,0,,,73,81,65,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/07/2002,0,,,69,76,62,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/07/2002,0,,,68,72,63,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/07/2002,0,,,68,73,63,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/07/2002,0,,,69,73,65,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/07/2002,0,,,68,72,64,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/07/2002,0,,,70,75,64,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/07/2002,0,,,71,76,65,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/07/2002,0,,,70,75,64,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/07/2002,0,,,72,79,64,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/07/2002,0,,,69,74,64,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/07/2002,0,,,68,72,63,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/07/2002,0,,,68,73,63,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/07/2002,0,,,70,75,65,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/07/2002,0,,,70,75,65,0,1,1,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",09/07/2002,0,,,71,77,64,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",08/07/2002,0,,,68,74,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",07/07/2002,0,,,66,69,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",06/07/2002,0,,,67,72,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",05/07/2002,0,,,68,72,63,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",04/07/2002,0,,,67,73,60,,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",03/07/2002,0,,,65,69,61,,1,,,,,,,,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",02/07/2002,0,,,66,70,61,,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",01/07/2002,0,,,68,74,62,,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/06/2002,0,,,67,72,62,,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/06/2002,0,,,67,72,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/06/2002,0,,,66,71,61,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/06/2002,0,,,64,69,59,,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/06/2002,0,,,65,70,59,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/06/2002,0,,,65,70,59,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/06/2002,0,,,67,72,61,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/06/2002,0,,,66,71,60,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/06/2002,0,,,66,71,61,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/06/2002,0.05,,,66,71,61,0,1,,,,,,,,,,,1,1,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/06/2002,0,,,68,72,63,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/06/2002,0,,,69,74,64,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/06/2002,0,,,67,72,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/06/2002,0,,,67,72,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/06/2002,0,,,68,75,61,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/06/2002,0,,,67,74,60,0,1,,,,,,,,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/06/2002,0,,,65,72,58,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/06/2002,0,,,65,69,61,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/06/2002,0,,,65,70,60,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/06/2002,0,,,65,70,60,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/06/2002,0,,,67,71,62,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",09/06/2002,0,,,66,71,60,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",08/06/2002,0,,,66,70,61,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",07/06/2002,0,,,67,72,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",06/06/2002,0,,,66,69,62,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",05/06/2002,0,,,64,70,58,0,1,1,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",04/06/2002,0,,,63,69,57,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",03/06/2002,0,,,64,69,59,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",02/06/2002,0,,,63,69,57,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",01/06/2002,0,,,64,68,60,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/05/2002,0,,,65,69,60,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/05/2002,0,,,67,74,59,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/05/2002,0,,,64,70,57,,1,1,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/05/2002,0,,,62,68,56,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/05/2002,0,,,62,67,56,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/05/2002,0,,,63,68,57,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/05/2002,0,,,63,67,59,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/05/2002,0,,,64,70,58,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/05/2002,0,,,61,68,54,0,1,,,,,,,,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/05/2002,0,,,60,67,53,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/05/2002,0,,,60,66,54,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/05/2002,0.11,,,61,66,55,0,1,,,,,,,,,,,1,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/05/2002,0,,,62,67,57,0,1,,,,,,,,,,,1,1,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/05/2002,0,,,62,66,58,0,1,,,,,,,1,,,,1,1,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/05/2002,0,,,62,66,58,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/05/2002,0,,,62,66,57,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/05/2002,0,,,63,68,57,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/05/2002,0,,,65,72,58,0,1,,,,,,,,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/05/2002,0,,,69,80,58,0,1,,,,,,,,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/05/2002,0,,,68,80,55,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/05/2002,0,,,60,66,54,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/05/2002,0,,,61,67,55,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",09/05/2002,0,,,61,65,56,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",08/05/2002,0,,,62,67,56,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",07/05/2002,0,,,65,63,57,,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",06/05/2002,0,,,61,65,56,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",05/05/2002,0,,,60,65,55,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",04/05/2002,0,,,59,64,54,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",03/05/2002,0,,,59,63,54,0,1,,,,,,,,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",02/05/2002,0,,,58,65,51,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",01/05/2002,0,,,57,64,50,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/04/2002,0,,,59,64,54,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/04/2002,0,,,59,66,51,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/04/2002,0,,,58,66,50,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/04/2002,0,,,58,63,52,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/04/2002,0,,,60,65,55,,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/04/2002,0,,,61,65,56,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/04/2002,0,,,61,67,55,0,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/04/2002,0,,,64,72,55,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/04/2002,0,,,60,69,51,0,1,,,,,,,,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/04/2002,0,,,59,68,50,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/04/2002,0,,,60,69,51,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/04/2002,0,,,59,66,51,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/04/2002,0,,,57,64,49,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/04/2002,0,,,58,63,53,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/04/2002,0,,,59,66,51,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/04/2002,0.02,,,60,65,55,0,1,,,,,,,,,,,1,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/04/2002,0,,,59,62,55,,1,1,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/04/2002,0,,,61,66,56,,1,1,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/04/2002,0,,,61,64,57,,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/04/2002,0,,,60,65,55,,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/04/2002,0,,,59,66,52,,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",09/04/2002,0,,,58,62,54,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",08/04/2002,0,,,60,65,55,0,1,,,,,,,,,,,1,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",07/04/2002,0,,,59,65,52,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",06/04/2002,0,,,59,64,54,,1,,,,,,,,,,,1,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",05/04/2002,0,,,57,65,49,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",04/04/2002,0,,,59,63,54,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",03/04/2002,0,,,56,59,53,,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",02/04/2002,0,,,56,58,53,0,1,,,,,,,,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",01/04/2002,0,,,58,62,53,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",31/03/2002,0,,,55,58,52,,1,,,,,,,,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",30/03/2002,0,,,58,62,54,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",29/03/2002,0,,,57,61,52,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",28/03/2002,0.01,,,59,63,54,0,,,,,,,,,,,,,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",27/03/2002,0,,,57,61,52,0,,,,,,,,1,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",26/03/2002,0,,,58,65,50,0,1,,,,,,,,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",25/03/2002,0,,,56,63,48,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",24/03/2002,0,,,57,63,50,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",23/03/2002,0.03,,,59,63,54,0,1,,,,,,,,,,,1,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",22/03/2002,0.01,,,57,64,50,0,1,,,,,,,,,,,1,,1,,1,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",21/03/2002,0,,,63,74,51,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",20/03/2002,0,,,59,68,50,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",19/03/2002,0,,,58,69,46,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",18/03/2002,0,,,58,69,47,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",17/03/2002,0.11,,,52,59,44,0,1,,,,,,,,,,,1,,1,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",16/03/2002,0,,,52,59,45,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",15/03/2002,0,,,55,63,46,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",14/03/2002,0,,,58,64,51,0,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",13/03/2002,0,,,62,68,55,0,1,,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",12/03/2002,0,,,61,67,54,0,1,1,,,,,,1,,,,1,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",11/03/2002,0,,,60,68,51,0,1,,,,,,,,,,,1,,,,,,,
